ticker,timestamp,open,high,low,close,volume,bu,sd,fb,fs,fn
A32,2025-08-14 00:00,36900.0,36900.0,36500.0,36700.0,200.0,100.0,100.0,0.0,0.0,0.0
A32,2025-08-15 00:00,36700.0,36700.0,36700.0,36700.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-18 00:00,36900.0,36900.0,36900.0,36900.0,100.0,100.0,0.0,0.0,0.0,0.0
A32,2025-08-19 00:00,36900.0,36900.0,36900.0,36900.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-20 00:00,36900.0,36900.0,36900.0,36900.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-21 00:00,36000.0,36000.0,36000.0,36000.0,100.0,0.0,100.0,0.0,0.0,0.0
A32,2025-08-22 00:00,36000.0,36000.0,36000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-25 00:00,36000.0,36000.0,36000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-26 00:00,35500.0,35500.0,35500.0,35500.0,200.0,0.0,200.0,0.0,0.0,0.0
A32,2025-08-27 00:00,35500.0,35500.0,35500.0,35500.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-28 00:00,35500.0,35500.0,35500.0,35500.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,2025-08-29 00:00,35500.0,35500.0,35500.0,35500.0,0.0,0.0,0.0,0.0,0.0,0.0
AAH,2025-07-21 00:00,4400.0,4500.0,4100.0,4267.0,2962600.0,711600.0,2251000.0,0.0,0.0,0.0
AAH,2025-07-22 00:00,4300.0,4300.0,4100.0,4200.0,1683000.0,696300.0,986700.0,0.0,0.0,0.0
AAH,2025-07-23 00:00,4200.0,4400.0,4200.0,4228.0,2252000.0,426500.0,1825500.0,0.0,0.0,0.0
AAH,2025-07-24 00:00,4200.0,4300.0,4100.0,4207.0,2474500.0,592600.0,1881900.0,0.0,0.0,0.0
AAH,2025-07-25 00:00,4200.0,4300.0,4000.0,4115.0,4278400.0,1414800.0,2863600.0,0.0,0.0,0.0
AAH,2025-07-28 00:00,4100.0,4200.0,4000.0,4102.0,4060700.0,1610200.0,2450500.0,0.0,0.0,0.0
AAH,2025-07-29 00:00,4100.0,4300.0,4000.0,4161.0,3587300.0,1354000.0,2233300.0,0.0,0.0,0.0
AAH,2025-07-30 00:00,4100.0,4100.0,4000.0,4060.0,1490000.0,871800.0,618200.0,0.0,0.0,0.0
AAH,2025-07-31 00:00,4100.0,4200.0,4000.0,4037.0,3201400.0,1220100.0,1981300.0,0.0,0.0,0.0
AAH,2025-08-01 00:00,4100.0,4100.0,4000.0,4014.0,939500.0,137200.0,802300.0,0.0,0.0,0.0
AAH,2025-08-04 00:00,4000.0,4200.0,4000.0,4101.0,1786700.0,1101800.0,684900.0,0.0,0.0,0.0
AAH,2025-08-05 00:00,4200.0,4300.0,4100.0,4183.0,5214100.0,2505000.0,2709100.0,0.0,0.0,0.0
AAH,2025-08-06 00:00,4200.0,4200.0,4100.0,4123.0,1515900.0,398900.0,1117000.0,0.0,0.0,0.0
AAH,2025-08-07 00:00,4100.0,4200.0,4000.0,4096.0,2001400.0,941100.0,1060300.0,0.0,0.0,0.0
AAH,2025-08-08 00:00,4100.0,4200.0,4000.0,4100.0,1922900.0,1106600.0,816300.0,0.0,0.0,0.0
AAH,2025-08-11 00:00,4200.0,4200.0,4100.0,4100.0,1921200.0,245200.0,1676000.0,0.0,0.0,0.0
AAH,2025-08-12 00:00,4200.0,4700.0,4100.0,4588.0,11279800.0,6114900.0,5164900.0,0.0,0.0,0.0
AAH,2025-08-13 00:00,4700.0,5100.0,4500.0,4734.0,5557700.0,2465200.0,3092500.0,0.0,0.0,0.0
AAH,2025-08-14 00:00,4700.0,4800.0,4400.0,4549.0,6324500.0,2638700.0,3685800.0,0.0,0.0,0.0
AAH,2025-08-15 00:00,4600.0,4700.0,4300.0,4476.0,4501700.0,1437700.0,3064000.0,0.0,0.0,0.0
AAH,2025-08-18 00:00,4500.0,4500.0,4200.0,4333.0,3628400.0,587700.0,3040700.0,0.0,0.0,0.0
AAH,2025-08-19 00:00,4300.0,4400.0,4200.0,4303.0,3145300.0,731300.0,2414000.0,0.0,0.0,0.0
AAH,2025-08-20 00:00,4300.0,4400.0,4100.0,4259.0,3437600.0,948800.0,2488800.0,0.0,0.0,0.0
AAH,2025-08-21 00:00,4400.0,4400.0,4200.0,4286.0,1999700.0,920300.0,1079400.0,0.0,0.0,0.0
AAH,2025-08-22 00:00,4300.0,4300.0,4000.0,4132.0,2268800.0,458700.0,1810100.0,0.0,0.0,0.0
AAH,2025-08-25 00:00,4100.0,4200.0,4000.0,4078.0,1092100.0,252900.0,839200.0,0.0,0.0,0.0
AAH,2025-08-26 00:00,4100.0,4300.0,4000.0,4193.0,2104000.0,1940900.0,163100.0,0.0,0.0,0.0
AAH,2025-08-27 00:00,4300.0,4300.0,4100.0,4162.0,989100.0,379300.0,609800.0,0.0,0.0,0.0
AAH,2025-08-28 00:00,4100.0,4200.0,4100.0,4165.0,723400.0,471400.0,252000.0,0.0,0.0,0.0
AAH,2025-08-29 00:00,4200.0,4200.0,4100.0,4106.0,1862000.0,118500.0,1743500.0,0.0,0.0,0.0
AAS,2025-07-21 00:00,9600.0,9800.0,9300.0,9522.0,1780100.0,492800.0,1287300.0,2940000.0,980000.0,1960000.0
AAS,2025-07-22 00:00,9400.0,9600.0,9200.0,9400.0,1280200.0,549400.0,730800.0,0.0,0.0,0.0
AAS,2025-07-23 00:00,9500.0,9800.0,9400.0,9569.0,2396600.0,829200.0,1567400.0,0.0,0.0,0.0
AAS,2025-07-24 00:00,9600.0,9900.0,9600.0,9760.0,2561400.0,1250300.0,1311100.0,21560000.0,0.0,21560000.0
AAS,2025-07-25 00:00,9900.0,10600.0,9900.0,10314.0,2681300.0,1406300.0,1275000.0,36600000.0,105090000.0,-68490000.0
AAS,2025-07-28 00:00,10500.0,11300.0,10500.0,11044.0,1981600.0,1098200.0,883400.0,16650000.0,110000000.0,-93350000.0
AAS,2025-07-29 00:00,11200.0,11400.0,9900.0,10440.0,4716600.0,1281800.0,3434800.0,13630000.0,20600000.0,-6970000.0
AAS,2025-07-30 00:00,10100.0,10600.0,9800.0,10245.0,3223900.0,1489700.0,1734200.0,1030000.0,0.0,1030000.0
AAS,2025-07-31 00:00,10700.0,10800.0,10100.0,10390.0,1106400.0,508100.0,598300.0,0.0,0.0,0.0
AAS,2025-08-01 00:00,10600.0,10700.0,10400.0,10559.0,1550800.0,592900.0,957900.0,0.0,0.0,0.0
AAS,2025-08-04 00:00,10600.0,12100.0,10400.0,11455.0,4935700.0,4033800.0,900400.0,17000000.0,113090000.0,-96090000.0
AAS,2025-08-05 00:00,13200.0,13200.0,11000.0,12205.0,2478100.0,803100.0,1675000.0,0.0,18400000.0,-18400000.0
AAS,2025-08-06 00:00,12000.0,12400.0,11900.0,12117.0,2074600.0,998700.0,1075900.0,1220000.0,122000000.0,-120780000.0
AAS,2025-08-07 00:00,12300.0,12800.0,12300.0,12512.0,1090100.0,327400.0,762700.0,0.0,0.0,0.0
AAS,2025-08-08 00:00,12500.0,12900.0,12000.0,12319.0,2354800.0,1020700.0,1334100.0,0.0,0.0,0.0
AAS,2025-08-11 00:00,12300.0,12800.0,12200.0,12555.0,1337200.0,295900.0,1041300.0,1270000.0,0.0,1270000.0
AAS,2025-08-12 00:00,12800.0,13000.0,12500.0,12812.0,1904600.0,1350900.0,553700.0,0.0,130000000.0,-130000000.0
AAS,2025-08-13 00:00,13100.0,14700.0,12800.0,14166.0,4886000.0,3481700.0,1404300.0,0.0,153600000.0,-153600000.0
AAS,2025-08-14 00:00,14700.0,15200.0,14500.0,14719.0,573400.0,157400.0,416000.0,0.0,173630000.0,-173630000.0
AAS,2025-08-15 00:00,14700.0,14800.0,14300.0,14501.0,1209400.0,505500.0,703900.0,0.0,14500000.0,-14500000.0
AAS,2025-08-18 00:00,14300.0,15900.0,14300.0,15086.0,730100.0,403500.0,326600.0,0.0,1090776000.0,-1090776000.0
AAS,2025-08-19 00:00,15200.0,16400.0,15000.0,16025.0,834000.0,356900.0,477100.0,0.0,103500000.0,-103500000.0
AAS,2025-08-20 00:00,15800.0,16000.0,14700.0,15512.0,1475600.0,569700.0,905900.0,0.0,89300000.0,-89300000.0
AAS,2025-08-21 00:00,15500.0,17800.0,15500.0,17572.0,3452700.0,2762100.0,652200.0,0.0,282820000.0,-282820000.0
AAS,2025-08-22 00:00,17800.0,18800.0,16500.0,17889.0,1119100.0,466600.0,652500.0,0.0,15850000.0,-15850000.0
AAS,2025-08-25 00:00,17900.0,19700.0,17900.0,19050.0,827500.0,289100.0,538400.0,0.0,980000.0,-980000.0
AAS,2025-08-26 00:00,18600.0,19600.0,18200.0,18836.0,774200.0,295700.0,478500.0,0.0,1346400.0,-1346400.0
AAS,2025-08-27 00:00,19600.0,21600.0,19600.0,21412.0,4319700.0,3762400.0,557300.0,0.0,213000.0,-213000.0
AAS,2025-08-28 00:00,21500.0,24600.0,20500.0,24079.0,2089200.0,1424300.0,664900.0,0.0,460000.0,-460000.0
AAS,2025-08-29 00:00,23100.0,24500.0,20500.0,21444.0,2444000.0,1337100.0,1106900.0,0.0,0.0,0.0
ABB,2025-07-21 00:00,9100.0,9200.0,8900.0,8988.0,3313900.0,568100.0,2745800.0,5400000.0,0.0,5400000.0
ABB,2025-07-22 00:00,9000.0,9100.0,8800.0,8938.0,3600900.0,1818700.0,1782200.0,0.0,4500000.0,-4500000.0
ABB,2025-07-23 00:00,9100.0,10200.0,9000.0,9701.0,13457800.0,8568800.0,4889000.0,57600000.0,5880000.0,51720000.0
ABB,2025-07-24 00:00,9900.0,10200.0,9800.0,10031.0,4756300.0,2505900.0,2250400.0,20000000.0,0.0,20000000.0
ABB,2025-07-25 00:00,10000.0,10300.0,10000.0,10096.0,6646500.0,3453300.0,3193200.0,20400000.0,164630000.0,-144230000.0
ABB,2025-07-28 00:00,10200.0,11500.0,10200.0,11104.0,17912000.0,11058400.0,6853600.0,166000000.0,0.0,166000000.0
ABB,2025-07-29 00:00,11500.0,11900.0,10600.0,11291.0,14781300.0,6207900.0,8573400.0,35156000.0,169200000.0,-134044000.0
ABB,2025-07-30 00:00,10700.0,12000.0,10700.0,11368.0,13980100.0,9608200.0,4371900.0,3081320000.0,172500000.0,2908820000.0
ABB,2025-07-31 00:00,12500.0,13100.0,12100.0,13031.0,28340200.0,14319800.0,14020400.0,8054500000.0,26200000.0,8028300000.0
ABB,2025-08-01 00:00,13200.0,13900.0,12800.0,13119.0,12167600.0,5635600.0,6532000.0,3935000000.0,0.0,3935000000.0
ABB,2025-08-04 00:00,13100.0,13100.0,12600.0,12792.0,10521500.0,4492600.0,6028900.0,64760000.0,0.0,64760000.0
ABB,2025-08-05 00:00,13000.0,13400.0,12100.0,12940.0,16637900.0,6563500.0,10074400.0,374690000.0,199000000.0,175690000.0
ABB,2025-08-06 00:00,12900.0,13000.0,12400.0,12688.0,9673800.0,4661200.0,5012600.0,0.0,2780100000.0,-2780100000.0
ABB,2025-08-07 00:00,12700.0,12900.0,12400.0,12596.0,7426300.0,2704400.0,4721900.0,0.0,1060450000.0,-1060450000.0
ABB,2025-08-08 00:00,12700.0,13400.0,12700.0,12965.0,11640800.0,5380000.0,6260800.0,0.0,1290000000.0,-1290000000.0
ABB,2025-08-11 00:00,12900.0,13100.0,12600.0,12831.0,9262300.0,5143300.0,4119000.0,14180000.0,0.0,14180000.0
ABB,2025-08-12 00:00,13000.0,13200.0,12800.0,12970.0,8773800.0,4892200.0,3881600.0,0.0,0.0,0.0
ABB,2025-08-13 00:00,13000.0,13800.0,13000.0,13311.0,14722800.0,7691700.0,7031100.0,0.0,0.0,0.0
ABB,2025-08-14 00:00,13800.0,13800.0,13200.0,13547.0,14400300.0,9321600.0,5078700.0,0.0,0.0,0.0
ABB,2025-08-15 00:00,13700.0,13800.0,13000.0,13351.0,11271500.0,3995500.0,7276000.0,216300000.0,0.0,216300000.0
ABB,2025-08-18 00:00,13200.0,13300.0,12800.0,12982.0,9693800.0,3896800.0,5797000.0,526500000.0,0.0,526500000.0
ABB,2025-08-19 00:00,13000.0,13200.0,12800.0,12960.0,9054200.0,3892500.0,5161700.0,391290000.0,3282600000.0,-2891310000.0
ABB,2025-08-20 00:00,13000.0,14000.0,12900.0,13437.0,19773400.0,11819900.0,7953500.0,16120000.0,13500000.0,2620000.0
ABB,2025-08-21 00:00,13600.0,14300.0,13500.0,13986.0,15887200.0,7537600.0,8350700.0,2800000.0,709000000.0,-706200000.0
ABB,2025-08-22 00:00,14000.0,14000.0,12800.0,13235.0,15808100.0,5663400.0,10144700.0,413610000.0,116450000.0,297160000.0
ABB,2025-08-25 00:00,13300.0,13400.0,11800.0,12461.0,15258700.0,3892100.0,11366600.0,244770000.0,0.0,244770000.0
ABB,2025-08-26 00:00,12100.0,12700.0,12000.0,12280.0,8003900.0,3794500.0,4209400.0,62000000.0,0.0,62000000.0
ABB,2025-08-27 00:00,12700.0,13000.0,12400.0,12565.0,4392200.0,1896000.0,2496200.0,226600000.0,3750000000.0,-3523400000.0
ABB,2025-08-28 00:00,12600.0,12700.0,12300.0,12493.0,5252300.0,1780400.0,3471900.0,0.0,0.0,0.0
ABB,2025-08-29 00:00,12500.0,12800.0,12500.0,12641.0,5265800.0,2243500.0,3022300.0,0.0,0.0,0.0
ABC,2025-07-21 00:00,10500.0,10500.0,10400.0,10494.0,45700.0,23500.0,22200.0,0.0,0.0,0.0
ABC,2025-07-22 00:00,10500.0,10600.0,10400.0,10455.0,65600.0,28400.0,37200.0,0.0,0.0,0.0
ABC,2025-07-23 00:00,10600.0,10800.0,10400.0,10586.0,138500.0,95200.0,43300.0,0.0,1070000.0,-1070000.0
ABC,2025-07-24 00:00,10600.0,10800.0,10600.0,10699.0,122400.0,80600.0,41800.0,0.0,0.0,0.0
ABC,2025-07-25 00:00,10800.0,10800.0,10600.0,10656.0,53800.0,6400.0,47400.0,0.0,0.0,0.0
ABC,2025-07-28 00:00,10800.0,10800.0,10600.0,10669.0,177600.0,30700.0,146900.0,0.0,0.0,0.0
ABC,2025-07-29 00:00,10600.0,10700.0,10400.0,10474.0,75400.0,12600.0,62800.0,0.0,0.0,0.0
ABC,2025-07-30 00:00,10400.0,12000.0,10400.0,11409.0,312900.0,265700.0,47200.0,0.0,0.0,0.0
ABC,2025-07-31 00:00,11000.0,11400.0,10600.0,10833.0,37700.0,19900.0,17800.0,0.0,0.0,0.0
ABC,2025-08-01 00:00,11000.0,11400.0,10600.0,10782.0,52900.0,12700.0,40200.0,0.0,0.0,0.0
ABC,2025-08-04 00:00,10800.0,10800.0,10500.0,10577.0,59300.0,12600.0,46700.0,0.0,0.0,0.0
ABC,2025-08-05 00:00,10600.0,10900.0,10600.0,10740.0,131500.0,60400.0,71100.0,0.0,0.0,0.0
ABC,2025-08-06 00:00,10800.0,10800.0,10500.0,10538.0,74900.0,30900.0,44000.0,0.0,0.0,0.0
ABC,2025-08-07 00:00,10600.0,10700.0,10500.0,10537.0,88500.0,13200.0,75300.0,0.0,0.0,0.0
ABC,2025-08-08 00:00,10700.0,10700.0,10500.0,10629.0,73900.0,57500.0,16400.0,0.0,0.0,0.0
ABC,2025-08-11 00:00,10600.0,10700.0,10500.0,10530.0,68000.0,17900.0,50100.0,0.0,0.0,0.0
ABC,2025-08-12 00:00,10500.0,11000.0,10500.0,10793.0,104800.0,58500.0,46300.0,0.0,2170000.0,-2170000.0
ABC,2025-08-13 00:00,10800.0,11000.0,10800.0,10874.0,62400.0,43200.0,19200.0,0.0,1090000.0,-1090000.0
ABC,2025-08-14 00:00,10900.0,11200.0,10700.0,10814.0,48900.0,25300.0,23600.0,0.0,0.0,0.0
ABC,2025-08-15 00:00,10800.0,10900.0,10600.0,10708.0,80700.0,13000.0,67700.0,0.0,0.0,0.0
ABC,2025-08-18 00:00,10600.0,10800.0,10600.0,10667.0,41700.0,23900.0,17800.0,0.0,0.0,0.0
ABC,2025-08-19 00:00,10500.0,10600.0,10500.0,10558.0,84600.0,21400.0,63200.0,0.0,0.0,0.0
ABC,2025-08-20 00:00,10500.0,10600.0,10300.0,10422.0,88100.0,23400.0,64700.0,0.0,0.0,0.0
ABC,2025-08-21 00:00,10400.0,10400.0,10100.0,10242.0,114100.0,51300.0,62800.0,0.0,0.0,0.0
ABC,2025-08-22 00:00,10200.0,10200.0,10000.0,10130.0,49400.0,15400.0,34000.0,0.0,0.0,0.0
ABC,2025-08-25 00:00,10000.0,10500.0,10000.0,10335.0,20700.0,16400.0,4300.0,0.0,0.0,0.0
ABC,2025-08-26 00:00,10100.0,10300.0,10100.0,10186.0,28000.0,6800.0,21200.0,0.0,0.0,0.0
ABC,2025-08-27 00:00,10200.0,10400.0,10200.0,10284.0,22700.0,11800.0,10900.0,0.0,0.0,0.0
ABC,2025-08-28 00:00,10400.0,10500.0,10300.0,10439.0,16900.0,13300.0,3600.0,0.0,0.0,0.0
ABC,2025-08-29 00:00,10300.0,10400.0,10100.0,10196.0,42100.0,10400.0,31700.0,0.0,0.0,0.0
ABI,2025-07-21 00:00,28600.0,29100.0,28400.0,28569.0,89200.0,38100.0,51100.0,493850000.0,0.0,493850000.0
ABI,2025-07-22 00:00,28600.0,29000.0,28400.0,28485.0,42900.0,20100.0,22800.0,208600000.0,1054500.0,207545500.0
ABI,2025-07-23 00:00,28400.0,28900.0,28400.0,28613.0,12000.0,5000.0,7000.0,0.0,0.0,0.0
ABI,2025-07-24 00:00,28700.0,28900.0,28500.0,28598.0,19900.0,3500.0,16400.0,117260000.0,543400.0,116716600.0
ABI,2025-07-25 00:00,28900.0,28900.0,28400.0,28621.0,68900.0,42000.0,26900.0,412080000.0,0.0,412080000.0
ABI,2025-07-28 00:00,28800.0,28800.0,28500.0,28585.0,70400.0,35300.0,35100.0,334620000.0,0.0,334620000.0
ABI,2025-07-29 00:00,28600.0,28600.0,27900.0,28296.0,148100.0,20600.0,127500.0,287850000.0,227400000.0,60450000.0
ABI,2025-07-30 00:00,28100.0,28500.0,28100.0,28250.0,13000.0,6200.0,6800.0,79280000.0,0.0,79280000.0
ABI,2025-07-31 00:00,28300.0,29000.0,27900.0,28346.0,47100.0,33900.0,13200.0,921200000.0,25380000.0,895820000.0
ABI,2025-08-01 00:00,28900.0,28900.0,28300.0,28526.0,8900.0,6000.0,2900.0,0.0,0.0,0.0
ABI,2025-08-04 00:00,28300.0,28500.0,28300.0,28324.0,117300.0,31300.0,86000.0,0.0,135860000.0,-135860000.0
ABI,2025-08-05 00:00,28300.0,28500.0,28200.0,28303.0,16300.0,4700.0,11600.0,22730000.0,0.0,22730000.0
ABI,2025-08-06 00:00,28300.0,28900.0,28300.0,28375.0,20500.0,17700.0,2800.0,93990000.0,25470000.0,68520000.0
ABI,2025-08-07 00:00,28800.0,28800.0,28200.0,28377.0,28600.0,10800.0,17800.0,0.0,0.0,0.0
ABI,2025-08-08 00:00,28200.0,28500.0,28100.0,28300.0,35500.0,30700.0,4800.0,5690000.0,25560000.0,-19870000.0
ABI,2025-08-11 00:00,28400.0,28600.0,28300.0,28479.0,39700.0,18400.0,21300.0,0.0,0.0,0.0
ABI,2025-08-12 00:00,28500.0,28500.0,28400.0,28494.0,25000.0,11900.0,13100.0,0.0,36920000.0,-36920000.0
ABI,2025-08-13 00:00,28500.0,29300.0,28500.0,28802.0,71000.0,47900.0,23100.0,5780000.0,0.0,5780000.0
ABI,2025-08-14 00:00,29000.0,29700.0,29000.0,29383.0,132500.0,102400.0,30100.0,217710000.0,0.0,217710000.0
ABI,2025-08-15 00:00,29600.0,30900.0,29400.0,29871.0,268100.0,156000.0,112100.0,159940000.0,0.0,159940000.0
ABI,2025-08-18 00:00,29700.0,30000.0,29700.0,29851.0,91000.0,62500.0,28500.0,2990000.0,0.0,2990000.0
ABI,2025-08-19 00:00,29900.0,29900.0,29200.0,29531.0,48300.0,19400.0,28900.0,5900000.0,0.0,5900000.0
ABI,2025-08-20 00:00,29100.0,29800.0,28500.0,29010.0,102300.0,12300.0,90000.0,0.0,0.0,0.0
ABI,2025-08-21 00:00,29200.0,29400.0,28700.0,29001.0,21800.0,9400.0,12400.0,177460000.0,20440000.0,157020000.0
ABI,2025-08-22 00:00,29100.0,29100.0,28400.0,28649.0,57100.0,16100.0,41000.0,259130000.0,0.0,259130000.0
ABI,2025-08-25 00:00,29100.0,31400.0,29000.0,29981.0,164100.0,83800.0,80300.0,8950000.0,21140000.0,-12190000.0
ABI,2025-08-26 00:00,29900.0,29900.0,29600.0,29821.0,64900.0,45600.0,19300.0,98500000.0,0.0,98500000.0
ABI,2025-08-27 00:00,29900.0,30900.0,29900.0,30213.0,171000.0,125700.0,45300.0,220210000.0,260920000.0,-40710000.0
ABI,2025-08-28 00:00,30900.0,30900.0,30200.0,30498.0,112500.0,44400.0,68100.0,112970000.0,837840000.0,-724870000.0
ABI,2025-08-29 00:00,31000.0,31800.0,30700.0,31024.0,292700.0,151300.0,141400.0,0.0,2212000000.0,-2212000000.0
ABW,2025-07-21 00:00,9000.0,9000.0,8800.0,8871.0,373500.0,72200.0,301300.0,0.0,0.0,0.0
ABW,2025-07-22 00:00,8900.0,9100.0,8700.0,8890.0,270300.0,171400.0,98900.0,0.0,0.0,0.0
ABW,2025-07-23 00:00,9000.0,9800.0,9000.0,9334.0,671900.0,418700.0,253200.0,0.0,0.0,0.0
ABW,2025-07-24 00:00,9500.0,9600.0,9100.0,9243.0,270300.0,166000.0,104300.0,0.0,0.0,0.0
ABW,2025-07-25 00:00,9500.0,9600.0,9300.0,9467.0,810200.0,559500.0,250700.0,0.0,0.0,0.0
ABW,2025-07-28 00:00,9800.0,10800.0,9800.0,10444.0,861100.0,488100.0,373000.0,0.0,0.0,0.0
ABW,2025-07-29 00:00,10800.0,11400.0,9600.0,10367.0,1607900.0,539000.0,1068900.0,108500000.0,0.0,108500000.0
ABW,2025-07-30 00:00,10100.0,10700.0,9800.0,10307.0,555400.0,321400.0,234000.0,0.0,0.0,0.0
ABW,2025-07-31 00:00,10700.0,11400.0,10600.0,10949.0,1082800.0,510700.0,572100.0,0.0,0.0,0.0
ABW,2025-08-01 00:00,11100.0,11700.0,10900.0,11253.0,1376500.0,802800.0,573700.0,0.0,2260000.0,-2260000.0
ABW,2025-08-04 00:00,11900.0,12400.0,11300.0,11544.0,734000.0,236800.0,497200.0,0.0,1160000.0,-1160000.0
ABW,2025-08-05 00:00,11600.0,12100.0,10000.0,11517.0,926100.0,246800.0,679300.0,0.0,0.0,0.0
ABW,2025-08-06 00:00,11300.0,11600.0,11000.0,11237.0,465900.0,244600.0,221300.0,0.0,0.0,0.0
ABW,2025-08-07 00:00,11300.0,11500.0,11000.0,11190.0,450400.0,204300.0,246100.0,0.0,0.0,0.0
ABW,2025-08-08 00:00,11300.0,11600.0,11000.0,11298.0,708900.0,291400.0,417500.0,0.0,0.0,0.0
ABW,2025-08-11 00:00,11400.0,11400.0,11000.0,11137.0,644200.0,334000.0,310200.0,0.0,1120000.0,-1120000.0
ABW,2025-08-12 00:00,11300.0,11400.0,11000.0,11162.0,312500.0,94800.0,217700.0,0.0,0.0,0.0
ABW,2025-08-13 00:00,11100.0,11500.0,11100.0,11296.0,955300.0,537000.0,418300.0,0.0,0.0,0.0
ABW,2025-08-14 00:00,11500.0,12000.0,11400.0,11647.0,762700.0,371700.0,391000.0,0.0,1160000.0,-1160000.0
ABW,2025-08-15 00:00,11800.0,12000.0,11500.0,11640.0,904400.0,314700.0,589700.0,0.0,2340000.0,-2340000.0
ABW,2025-08-18 00:00,11700.0,11800.0,11500.0,11605.0,480800.0,153400.0,327400.0,0.0,0.0,0.0
ABW,2025-08-19 00:00,11700.0,11900.0,11500.0,11746.0,717700.0,428400.0,289300.0,0.0,1170000.0,-1170000.0
ABW,2025-08-20 00:00,11800.0,12800.0,11700.0,12197.0,1065900.0,552300.0,513600.0,24200000.0,104960000.0,-80760000.0
ABW,2025-08-21 00:00,12400.0,13000.0,12200.0,12558.0,610400.0,267900.0,342500.0,0.0,24300000.0,-24300000.0
ABW,2025-08-22 00:00,12400.0,12400.0,11100.0,11665.0,1164800.0,611600.0,553200.0,0.0,22400000.0,-22400000.0
ABW,2025-08-25 00:00,11500.0,11700.0,10600.0,11142.0,695300.0,268100.0,427200.0,1140000.0,0.0,1140000.0
ABW,2025-08-26 00:00,11100.0,11600.0,10800.0,11211.0,326500.0,196500.0,130000.0,1090000.0,0.0,1090000.0
ABW,2025-08-27 00:00,11500.0,11900.0,11400.0,11620.0,440500.0,197200.0,243300.0,0.0,0.0,0.0
ABW,2025-08-28 00:00,11600.0,12700.0,11600.0,12264.0,1328800.0,975800.0,353000.0,0.0,0.0,0.0
ABW,2025-08-29 00:00,12500.0,13900.0,12400.0,13288.0,1522000.0,864400.0,657600.0,0.0,0.0,0.0
ACE,2025-07-21 00:00,44438.85,44438.85,37079.55,38887.296,9100.0,2900.0,6200.0,0.0,0.0,0.0
ACE,2025-07-22 00:00,38872.2,40193.1,38872.2,39311.871,600.0,600.0,0.0,0.0,0.0,0.0
ACE,2025-07-23 00:00,39249.6,40193.1,38211.75,39488.3055,6300.0,5000.0,1300.0,0.0,0.0,0.0
ACE,2025-07-24 00:00,38306.1,41042.25,37362.6,39083.544,4100.0,2200.0,1900.0,0.0,0.0,0.0
ACE,2025-07-25 00:00,40476.15,40476.15,38777.85,39306.21,3000.0,2600.0,400.0,0.0,0.0,0.0
